序号,单元,单元名称,小标题,习题,来源,习题描述,答案,答案验证,题型,知识点1,知识点2,考点,日期,流程,备注,
,第七章,线性变换,线性变换,14(2),课后习题,"设$\epsilon_1,\epsilon_2,\epsilon_3,\epsilon_4$是四维线性空间V的一组基，已知线性变换$\mathscr{A}$在这组基下的矩阵为$\left[\begin{matrix}1&0&2&1\\-1&2&1&3\\1&2&5&5\\2&-2&1&-2\end{matrix}\right]$，求线性变换$\mathscr{A}$的核与值域",![](.\高等代数\images\线性变换30.png),课后答案,计算题,核与值域的计算,,,20210624,,,
,第七章,线性变换,线性变换,14(3),课后习题,"设$\epsilon_1,\epsilon_2,\epsilon_3,\epsilon_4$是四维线性空间V的一组基，已知线性变换$\mathscr{A}$在这组基下的矩阵为$\left[\begin{matrix}1&0&2&1\\-1&2&1&3\\1&2&5&5\\2&-2&1&-2\end{matrix}\right]$，该线性空间核为$L(a_1,a_2),a_1=(-2,-3/2,1,0),a_2=(-1,-2,0,1)$，在$\mathscr{A}$的核中选一组基，把它扩充成V的一组基，并求$\mathscr{A}$在这组基下的矩阵",![](.\高等代数\images\线性变换31.png),课后答案,计算题,同一线性变换在不同基下的矩阵,基于核的基向量扩充,,20210624,,可以用施密特正交扩充向量为标准正交基吗？,
,第七章,线性变换,线性变换,14(4),课后习题,"设$\epsilon_1,\epsilon_2,\epsilon_3,\epsilon_4$是四维线性空间V的一组基，已知线性变换$\mathscr{A}$在这组基下的矩阵为$\left[\begin{matrix}1&0&2&1\\-1&2&1&3\\1&2&5&5\\2&-2&1&-2\end{matrix}\right]$，该线性变换的值域为$L(\mathscr{A}\epsilon_1,\mathscr{A}\epsilon_2)$，求在$\mathscr{A}$的值域中选一组基，把它扩充成V 的一组基，并求Ａ在这组基下的矩阵",![](.\高等代数\images\线性变换32.png),课后答案,计算题,同一线性变换在不同基下的矩阵,基于值域的基向量扩充,,20210624,,,
,第七章,线性变换,线性变换,15(1),课后习题,"给定$P^3$的两组基$\epsilon_1=(1,0,1),\epsilon_2=(2,1,0),\epsilon_3=(1,1,1)$，$\eta_1=(1,2,-1),\eta_2=(2,2,-1),\eta_3=(2,-1,-1)$,定义线性变换$\mathscr{A}\epsilon_i=\eta_i,i=1,2,3$，写出基$\epsilon_1,\epsilon_2,\epsilon_3$到$\eta_1,\eta_2,\eta_3$的过渡矩阵。",![](.\高等代数\images\线性变换33.png),课后答案,计算题,过渡矩阵计算,,,20210624,,,
,第七章,线性变换,线性变换,15(2),课后习题,"给定$P^3$的两组基$\epsilon_1=(1,0,1),\epsilon_2=(2,1,0),\epsilon_3=(1,1,1)$，$\eta_1=(1,2,-1),\eta_2=(2,2,-1),\eta_3=(2,-1,-1)$,定义线性变换$\mathscr{A}\epsilon_i=\eta_i,i=1,2,3$，写出$\mathscr{A}$在基$\epsilon_1,\epsilon_2,\epsilon_3$下的矩阵",![](.\高等代数\images\线性变换34.png),课后答案,计算题,线性变换的矩阵,在基确定时推出矩阵,,20210624,,,
,第七章,线性变换,线性变换,15(3),课后习题,"给定$P^3$的两组基$\epsilon_1=(1,0,1),\epsilon_2=(2,1,0),\epsilon_3=(1,1,1)$，$\eta_1=(1,2,-1),\eta_2=(2,2,-1),\eta_3=(2,-1,-1)$,定义线性变换$\mathscr{A}\epsilon_i=\eta_i,i=1,2,3$，写出$\mathscr{A}$在基$\eta_1,\eta_2,\eta_3$下的矩阵",![](.\高等代数\images\线性变换35.png),课后答案,计算题,线性变换的矩阵,在基确定时推出矩阵,,20210624,,,
,第七章,线性变换,线性变换,16,课后习题,"证明$\left[\begin{matrix}\lambda_1\\&\lambda_2\\&&...\\&&&\lambda_n\end{matrix}\right]$与$\left[\begin{matrix}\lambda_{i1}\\&\lambda_{i2}\\&&...\\&&&\lambda_{in}\end{matrix}\right]$相似，其中$i_1,...,i_n$是$1,2,...n$的一个排列。",![](.\高等代数\images\线性变换36.png),课后答案,证明题,矩阵相似证明,对角阵，排列,,20210624,,同一线性变换在不同基下的矩阵是相似的,
,第七章,线性变换,线性变换,17,课后习题,如果A可逆，证明：AB与BA 相似,![](.\高等代数\images\线性变换37.png),课后答案,证明题,矩阵相似证明,可逆,,20210624,,过度矩阵可逆的，是A,
,第七章,线性变换,线性变换,18,课后习题,如果A与B 相似，C与D相似，证明：$\left[\begin{matrix}A&O\\O&C\end{matrix}\right]$与$\left[\begin{matrix}B&O\\O&D\end{matrix}\right]$相似,![](.\高等代数\images\线性变换38.png),课后答案,证明题,矩阵相似证明,$B=X^{-1}AX$,,20210624,,,
,第七章,线性变换,线性变换,19(1),课后习题,"$\mathscr{A}$在一组基下的矩阵为[[3,4],[5,2]]，求在复数域上的特征特征值与特征向量",![](.\高等代数\images\线性变换20.png),课后答案,计算题,求特征值与特征向量,复数域,,20210425,,,
,第七章,线性变换,线性变换,19(2),课后习题,$\mathscr{A}$在一组基下的矩阵为$\left[\begin{matrix}0&a\\-a&0\end{matrix}\right]$，求在复数域上的特征特征值与特征向量,![](.\高等代数\images\线性变换21.png),课后答案,计算题,求特征值与特征向量,,,20210425,,,
,第七章,线性变换,线性变换,19(3),课后习题,在一组基下的矩阵为$\left[\begin{matrix}1&1&1&1\\1&1&-1&-1\\1&-1&1&-1\\1&-1&-1&1\end{matrix}\right]$，求在复数域上的特征特征值与特征向量,![](.\高等代数\images\线性变换39.png),课后答案,计算题,求特征值与特征向量,,,20210627,,复数域并不是答案都是复数的，只是放大了范围,
,第七章,线性变换,线性变换,19(4),课后习题,在一组基下的矩阵为$\left[\begin{matrix}5&6&-3\\-1&0&1\\1&2&-1\end{matrix}\right]$，求在复数域上的特征特征值与特征向量,![](.\高等代数\images\线性变换40.png),课后答案,计算题,求特征值与特征向量,,,20210627,,其实自己求解要老命的,
,第七章,线性变换,线性变换,19(5),课后习题,在一组基下的矩阵为$\left[\begin{matrix}0&0&1\\0&1&0\\1&0&0\end{matrix}\right]$，求在复数域上的特征特征值与特征向量,![](.\高等代数\images\线性变换41.png),课后答案,计算题,求特征值与特征向量,,,20210627,,其实自己求解要老命的,
,第七章,线性变换,线性变换,19(6),课后习题,在一组基下的矩阵为$\left[\begin{matrix}0&2&1\\-2&0&3\\-1&-3&0\end{matrix}\right]$，求在复数域上的特征特征值与特征向量,![](.\高等代数\images\线性变换42.png),课后答案,计算题,求特征值与特征向量,,,20210627,,其实自己求解要老命的,
,第七章,线性变换,线性变换,19(7),课后习题,在一组基下的矩阵为$\left[\begin{matrix}3&1&0\\-4&-1&0\\4&-8&-2\end{matrix}\right]$，求在复数域上的特征特征值与特征向量,![](.\高等代数\images\线性变换43.png),课后答案,计算题,求特征值与特征向量,,,20210627,,其实自己求解要老命的,
,第七章,线性变换,线性变换,20(1),课后习题,$\mathscr{A}$在一组基下的矩阵为$\left[\begin{matrix}3&4\\5&2\end{matrix}\right]$，是否可以对角化？ 在可以化成对角形的情况下，写出相应的基变换的过渡矩阵T，并验算$T^{-1}AT$,![](.\高等代数\images\线性变换44.png),课后答案,计算题,对角化与特征向量,,,20210627,,在某一组基下矩阵为对角形的充要条件是有n个线性无关的特征向量,
,第七章,线性变换,线性变换,20(2),课后习题,$\mathscr{A}$在一组基下的矩阵为$\left[\begin{matrix}3&4\\5&2\end{matrix}\right]$，是否可以对角化？ 在可以化成对角形的情况下，写出相应的基变换的过渡矩阵T，并验算$T^{-1}AT$,![](.\高等代数\images\线性变换45.png),课后答案,计算题,对角化与特征向量,,,20210627,,,
,第七章,线性变换,线性变换,20(3),课后习题,$\mathscr{A}$在一组基下的矩阵为$\left[\begin{matrix}1&1&1&1\\1&1&-1&-1\\1&-1&1&-1\\1&-1&-1&1\end{matrix}\right]$，是否可以对角化？ 在可以化成对角形的情况下，写出相应的基变换的过渡矩阵T，并验算$T^{-1}AT$,![](.\高等代数\images\线性变换46.png),课后答案,计算题,对角化与特征向量,,,20210627,,,
,第七章,线性变换,线性变换,20(4),课后习题,$\mathscr{A}$在一组基下的矩阵为$\left[\begin{matrix}5&6&-3\\-1&0&1\\1&2&-1\end{matrix}\right]$，是否可以对角化？ 在可以化成对角形的情况下，写出相应的基变换的过渡矩阵T，并验算$T^{-1}AT$,![](.\高等代数\images\线性变换47.png),课后答案,计算题,对角化与特征向量,,,20210627,,,
,第七章,线性变换,线性变换,20(5),课后习题,$\mathscr{A}$在一组基下的矩阵为$\left[\begin{matrix}0&0&1\\0&1&0\\1&0&0\end{matrix}\right]$，是否可以对角化？ 在可以化成对角形的情况下，写出相应的基变换的过渡矩阵T，并验算$T^{-1}AT$,![](.\高等代数\images\线性变换48.png),课后答案,计算题,对角化与特征向量,,,20210627,,,
,第七章,线性变换,线性变换,20(6),课后习题,$\mathscr{A}$在一组基下的矩阵为$\left[\begin{matrix}0&2&1\\-2&0&3\\-1&-3&0\end{matrix}\right]$，是否可以对角化？ 在可以化成对角形的情况下，写出相应的基变换的过渡矩阵T，并验算$T^{-1}AT$,![](.\高等代数\images\线性变换49.png),课后答案,计算题,对角化与特征向量,,,20210627,,,
,第七章,线性变换,线性变换,20(7),课后习题,$\mathscr{A}$在一组基下的矩阵为$\left[\begin{matrix}3&1&0\\-4&-1&0\\4&-8&-2\end{matrix}\right]$，是否可以对角化？ 在可以化成对角形的情况下，写出相应的基变换的过渡矩阵T，并验算$T^{-1}AT$,不能,课后答案,计算题,对角化与特征向量,,,20210627,,,
,第七章,线性变换,线性变换,21,课后习题,在$P[x]^n$中（n＞１），求微分变换$\mathscr{D}$的特征多项式，并证明，$\mathscr{D}$在任何一组基下的矩阵都不可能是对角矩阵,![](.\高等代数\images\线性变换50.png),课后答案,证明题,对角化与特征向量,微分变换的基,,20210627,,什么是微分变换？,
,第七章,线性变换,线性变换,22,课后习题,设A为$\left[\begin{matrix}1&4&2\\0&-3&4\\0&4&3\end{matrix}\right]$，求$A^k$,![](.\高等代数\images\线性变换51.png),课后答案,计算题,矩阵的k次幂,$A=TBT^{-1}$,,20210627,,,
,第七章,线性变换,线性变换,23,课后习题,"设$\epsilon_1,\epsilon_2,\epsilon_3,\epsilon_4$是四维线性空间V的一组基，线性变换$\mathscr{A}$在这组基下的矩阵为$\left[\begin{matrix}5&-2&-4&3\\3&-1&-3&2\\-3&1/2&9/2&-5/2\\-10&3&11&-7\end{matrix}\right]$，求$\mathscr{A}$在基$\eta_1=\epsilon_1+2\epsilon_2+\epsilon_3+\epsilon_4,\eta_2=2\epsilon_1+3\epsilon_2+\epsilon_3,\eta_3=\epsilon_3,\eta_4=\epsilon_4$下的矩阵；求$\mathscr{A}$的特征值与特征向量；求可逆矩阵T，使$T^{-1}AT$成对角形",![](.\高等代数\images\线性变换52.png),课后答案,计算题,对角化与特征向量,,,20210627,,,
132,第七章,线性变换,线性变换,24(1),课后习题,,,,,,,,20210627,,,
133,第七章,线性变换,线性变换,24(2),课后习题,,,,,,,,20210627,,,
,第七章,线性变换,线性变换,25(1),课后习题,,,,,,,,20210627,,,
,第七章,线性变换,线性变换,25(2),课后习题,,,,,,,,20210627,,,
,第七章,线性变换,线性变换,26(1),课后习题,,,,,,,,20210627,,,
,第七章,线性变换,线性变换,26(2),课后习题,,,,,,,,,,,
,第七章,线性变换,线性变换,26(3),课后习题,,,,,,,,,,,
,第七章,线性变换,线性变换,27(1),课后习题,,,,,,,,,,,
,第七章,线性变换,线性变换,27(2),课后习题,,,,,,,,,,,
,第五章,二次型,二次型,1(1),课后习题,$-4x_1x_2+2x_1x_3+2x_2x_3$替换为标准型,![](.\高等代数\images\二次型1.png),P89,计算题,二次型转为标准型,,,20210317,,按过程计算就可以了，不过往往会算错，好烦哦,
,第五章,二次型,二次型,1(2),课后习题,$x^2_1+2x_2x_2 +2x^2_2+4x_2x_3+4x^2_3$替换为标准型,![](.\高等代数\images\二次型2.png),P89,计算题,二次型转为标准型,,,20210317,,按过程计算就可以了，不过往往会算错，好烦哦,
,第五章,二次型,二次型,1(3),课后习题,$x^2_1-3x^2_2-2x_1x_2+2x_1x_3-6x_2x_3$替换为标准型,![](.\高等代数\images\二次型3.png),P89,计算题,二次型转为标准型,,,20210317,,按过程计算就可以了，不过往往会算错，好烦哦,
,第五章,二次型,二次型,1(4),课后习题,$8x_1x_4+2x_3x_4+2x_2x_3+8x_2x_4$替换为标准型,暂放,P89,计算题,二次型转为标准型,,,,,看答案都不会算,
,第五章,二次型,二次型,1(5),课后习题,,暂放,,计算题,二次型转为标准型,,,,,看答案都不会算,
,第五章,二次型,二次型,1(6),课后习题,,暂放,,计算题,二次型转为标准型,,,,,看答案都不会算,
,第五章,二次型,二次型,1(7),课后习题,,暂放,,计算题,二次型转为规范型,,,,,看答案都不会算,
,第五章,二次型,二次型,1(1),课后习题,$f=-y_1^2+4y_2^2+3y_3^3$转为实数系、复数系规范型,![](.\高等代数\images\二次型4.png),P97,计算题,标准型转为规范型,,,20210320,,简单,
,第五章,二次型,二次型,1(2),课后习题,$f=y_1^2+y_2^2$转为实数系、复数系规范型,规范型是一样的，都是$f=y_1^2+y_2^2$,P97,计算题,标准型转为规范型,,,20210320,,简单,
,第五章,二次型,二次型,1(3),课后习题,$f=y_1^2-y_2^2$转为实数系、复数系规范型,"实数系还是$f=y_1^2-y_2^2$，复数系$f=z_1^2+z_2^2(y_1=z_1,y_2=iz_2)$",P97,计算题,标准型转为规范型,,,20210320,,简单,
,第五章,二次型,二次型,1(4),课后习题,$f=-2y_1^2+2y_2^2-2y_3^2+8y_4^2$转为实数系、复数系规范型,![](.\高等代数\images\二次型5.png),P97,计算题,标准型转为规范型,,,20210320,,简单,
,第五章,二次型,二次型,1(5),课后习题,,,,计算题,标准型转为规范型,,,20210320,,简单,
,第五章,二次型,二次型,1(6),课后习题,,,,计算题,标准型转为规范型,,,20210320,,简单,
,第五章,二次型,二次型,1(7),课后习题,,,,计算题,标准型转为规范型,,,20210320,,简单,
,第五章,二次型,二次型,2,课后习题,证明：秩等于r的对称矩阵可以表成r个秩等于1的对称矩阵的和。,![](.\高等代数\images\二次型7.png),P97,,对称矩阵证明,秩,,20210320,,难的,
,第五章,二次型,二次型,3,课后习题,证明对角矩阵合同,![](.\高等代数\images\二次型8.png),P97,,合同,,,20210320,,简单,
,第五章,二次型,二次型,4(1),课后习题,设A是一个n级矩阵，证明：A是反对称矩阵当且仅当对任意一个n维向量X，有$X'AX=0$,![](.\高等代数\images\二次型9.png),P97,,反对称矩阵证明,,,20210320,,,
,第五章,二次型,二次型,4(2),课后习题,设A是一个n级矩阵，证明：如果A是对称矩阵，且对任一个n维向量X有X'AX=0，那么A=0,![](.\高等代数\images\二次型10.png),P103,,对称矩阵证明,,,20210320,,证明,
,第五章,二次型,二次型,5,课后习题,如果把实n级对称矩阵按合同分类，即两个实n级对称矩阵属于同一类当且仅当它们合同，问共有几类？,![](.\高等代数\images\二次型11.png),http://www.doc88.com/p-1438579887597.html,,合同,,,20210321,,证明,
,第五章,二次型,二次型,6,课后习题,证明：一个实二次型可以分解成两个实系数的一次齐次多项式的乘积的充分必要条件是，它的秩等于2和符号差等于0，或者秩等于1,暂放,,,二次型的秩,,,20210321,,证明,
,第五章,二次型,二次型,7(1),课后习题,判断二次型$99x_1^2-12x_1x_2+48x_1x_3+130x_2^2-60x_2x_3+71x_3^2$是否为正定,![](.\高等代数\images\二次型12.png),P106,,正定二次型,顺序主子式,,20210321,,,
,第五章,二次型,二次型,7(2),课后习题,判断二次型$10x_1^2+8x_1x_2+24x_1x_3+2x_2^2-28x_2x_3+x_3^2$是否为正定,![](.\高等代数\images\二次型13.png),P106,,正定二次型,顺序主子式,,20210321,,,
,第五章,二次型,二次型,7(3),课后习题,判断$\sum_{i=1}^nx_i^2+\sum_{i<j}x_ix_j$正定,![](.\高等代数\images\二次型14.png),P106,,正定二次型,顺序主子式,,20210321,,,
,第五章,二次型,二次型,7(4),课后习题,判断$\sum_{i=1}^nx_i^2+\sum_i^{n-1}x_ix_{i+1}$正定,![](.\高等代数\images\二次型15.png),P106,,正定二次型,顺序主子式,,20210321,,,
,第五章,二次型,二次型,8(1),课后习题,t取什么值时，$x_1^2+x_2^2+5x_3^2+2tx_1x_2-2x_1x_3+3x_2x_3$二次型是正定的,![](C:\Users\lalalala\mathProject\高等代数\images\二次型16.png),课后答案,计算题,正定二次型,顺序主子式与正定,,20210705,,,
,第五章,二次型,二次型,8(2),课后习题,t取什么值时，$x_1^2+4x_2^2+x_3^2+2tx_1x_2+10x_1x_3+6x_2x_3$二次型是正定的,![](C:\Users\lalalala\mathProject\高等代数\images\二次型17.png),课后答案,计算题,正定二次型,顺序主子式与正定,,20210705,,,
,第五章,二次型,二次型,9,课后习题,证明：如果A 是正定矩阵，那么A 的主子式全大于零，所谓主子式就是行指标与列指标相同的子式．,![](C:\Users\lalalala\mathProject\高等代数\images\二次型18.png),课后答案,证明题,正定矩阵,主子式,,20210705,,暂放，没看懂,
,第五章,二次型,二次型,10,课后习题,设A是实对称矩阵，证明：当实数t充分大之后，$tE+A$是正定矩阵,![](C:\Users\lalalala\mathProject\高等代数\images\二次型19.png),课后答案,证明题,正定矩阵,顺序主子式,,20210705,,暂放,
,第五章,二次型,二次型,11,课后习题,证明：如果A 是正定矩阵，那么$A^{-1}$也是正定矩阵．,![](C:\Users\lalalala\mathProject\高等代数\images\二次型20.png),课后答案,证明题,正定矩阵,矩阵的逆正定,,20210705,,,
,第五章,二次型,二次型,12,课后习题,设A为一个n 级实对称矩阵，且$|A|<0$，证明：必存在实n维向量$X\neq 0$，使$X'AX<0$,![](C:\Users\lalalala\mathProject\高等代数\images\二次型21.png),课后答案,证明题,负定矩阵,,,20210705,,,
,第五章,二次型,二次型,13,课后习题,如果A，B都是n级正定矩阵，证明：$A+B$也是正定矩阵,![](C:\Users\lalalala\mathProject\高等代数\images\二次型22.png),课后答案,证明题,正定矩阵,,,20210705,,,
,第五章,二次型,二次型,14,课后习题,"证明：二次型$f(x_1,...,x_n)$是半正定的充分必要条件是它的正惯性指数与秩相等",![](C:\Users\lalalala\mathProject\高等代数\images\二次型23.png),课后答案,证明题,半正定,惯性指数与秩,,20210705,,,
,第五章,二次型,二次型,15,课后习题,证明：$n\sum_{i=1}^nx_1^2-(\sum_{i=1}^nx_i)^2$是半正定的,![](C:\Users\lalalala\mathProject\高等代数\images\二次型24.png),课后答案,证明题,半正定,,,20210705,,,
,第五章,二次型,二次型,16,课后习题,"设$f(x_1,...,x_n)=X'AX$是一实二次型，若有实n维向量$X_1,X_2$使$X_1'AX_1>0,X_2'AX_2<0$，证明：必存在实n维向量$X_0 \neq 0$，使$X_0'AX_0=0$",![](C:\Users\lalalala\mathProject\高等代数\images\二次型25.png),课后答案,证明题,,,,20210705,,,
,第五章,二次型,二次型,17,课后习题,A是一个实矩阵，证明秩(A'A)=秩(A),![](C:\Users\lalalala\mathProject\高等代数\images\二次型26.png),课后答案,证明题,矩阵的秩,,,20210705,,王利广一个习题用到了,
,第五章,二次型,二次型的矩阵、秩和合同,5.2.4(1),王利广,"证明：实二次型$f(x_1,...,x_n)=\sum_{i=1}^s(a_{i1}x_1+a_{i2}x_2+...+a_{in}x_n)^2$的秩为矩阵$A=(A_{ij})_{s*n}$的秩",![](C:\Users\lalalala\mathProject\高等代数\images\二次型27.png),王利广,证明题,矩阵的秩,,,20210705,,,
,第五章,二次型,5.3.1、二次型的矩阵表示,例1(1),例题,"写出二次型$f(x_1,x_2,x_3,x_4)=x_1^2+3x_2^2-x_3^2+2x_1x_2+2x_1x_3-3x_2x_3$的矩阵",![](C:\Users\lalalala\mathProject\高等代数\images\二次型28.png),考研教案,计算题,二次型的对称矩阵,对称矩阵,不会考，太基础了,20210708,,,
,第五章,二次型,5.3.1、二次型的矩阵表示,例1(2),例题,"写出二次型$f(x_1,x_2,x_3)=(x_1,x_2,x_3)\left[\begin{matrix}1&2&3\\4&5&6\\7&8&9\end{matrix}\right]\left[\begin{matrix}x_1\\x_2\\x_3\end{matrix}\right]$的矩阵",![](C:\Users\lalalala\mathProject\高等代数\images\二次型29.png),考研教案,计算题,二次型的对称矩阵,对称矩阵,不会考，太基础了,20210708,,一定要是对称阵的,
,第五章,二次型,5.3.1、二次型的矩阵表示,例1(3),例题,"写出二次型$f(x_1,x_2,x_3)=(ax_1+bx_2+cx_3)^2$的矩阵",![](C:\Users\lalalala\mathProject\高等代数\images\二次型30.png),考研教案,证明题,二次型的对称矩阵,对称矩阵,不会考，太基础了,20210708,,技巧的使用,
,第五章,二次型,5.3.1、二次型的矩阵表示,例2,例题,设AB均为n阶对称矩阵，如果对任意n维列向量x都有$x^TAx=x^TBx$，证明A=B,![](C:\Users\lalalala\mathProject\高等代数\images\二次型31.png),考研教案,证明题,二次型与对称矩阵,特殊x向量的使用,,20210708,,一句话的描述先展开来写,
,第五章,二次型,5.3.1、二次型的矩阵表示,例3,例题,"设A为n阶实对称矩阵，秩r(A)=n，$A_{ij}$是A中元素$a_{ij}$的代数余子式，二次型$f(x_1,...,x_n)=\sum_{i=1}^n\sum_{j=1}^n\frac{A_{ij}}{|A|}x_ix_j$. （1）把$f(x_1,...,x_n)$写成矩阵形式，并证明二次型$f(x)$的矩阵为$A^{-1}$；（2）二次型$g(x)=x^TAx$与f(x)的规范型是否相同？",![](C:\Users\lalalala\mathProject\高等代数\images\二次型32.png),考研教案,证明题,二次型与对称矩阵,相同规范型证明,,20210708,,和矩阵世界有关的，二次型转换为矩阵形式，进入矩阵的大世界,
,第五章,二次型,5.3.1、二次型的矩阵表示,例4,例题,"求二次型$f(x_1,x_2,x_3)=(x_1+x_2)^2+(x_2-x_3)^2+(x_3+x_1)^2$的秩",![](C:\Users\lalalala\mathProject\高等代数\images\二次型33.png),考研教案,计算题,二次型的秩,,,20210708,,和矩阵世界有关的，二次型转换为矩阵形式，进入矩阵的大世界,
,第五章,二次型,5.3.2、用可逆线性变换化二次型为标准型,例1(1),例题,"化二次型$f(x_1,x_2,x_3)=x_1^2+3x_3^2+2x_1x_2+4x_1x_3+2x_2x_3$为标准型，并写出可逆的线性变化",![](C:\Users\lalalala\mathProject\高等代数\images\二次型34_1.png),考研教案,计算题,配方法求标准型,,,20210710,,,
,第五章,二次型,5.3.2、用可逆线性变换化二次型为标准型,例1(1),例题,"化二次型$f(x_1,x_2,x_3)=x_1^2+3x_3^2+2x_1x_2+4x_1x_3+2x_2x_3$为标准型，并写出可逆的线性变化",![](C:\Users\lalalala\mathProject\高等代数\images\二次型34_2.png),考研教案,计算题,初等变换求标准型,,,20210710,,,
,第五章,二次型,5.3.2、用可逆线性变换化二次型为标准型,例1(2),例题,"化二次型$f(x_1,x_2,x_3)=x_1x_2+x_1x_3+x_2x_3$为标准型，并写出可逆的线性变化",![](C:\Users\lalalala\mathProject\高等代数\images\二次型35.png),考研教案,计算题,求标准型,,,20210710,,标准型不是唯一的，两种方法得到两个结果，可以都是对的,感觉还是配方法简单，初等变换要抄的太多，一不小心容易算错
,第五章,二次型,5.3.2、用可逆线性变换化二次型为标准型,例2,例题,"用可逆线性变换化二次型$f(x_1,x_2,x_3)=(-2x_1+x_2+x_3)^2+(x_1-2x_2+x_3)^2+(x_1+x_2-2x_3)^2$为规范形，并写出所用的可逆线性变换",![](C:\Users\lalalala\mathProject\高等代数\images\二次型36_2.png),考研教案,计算题,求标准型,P是非退化的,,20210710,,这道题还是初等变换算起来简单,
,第五章,二次型,5.3.3、矩阵合同的判定与求法,例1,例题,![](C:\Users\lalalala\mathProject\高等代数\images\矩阵合同的选择题.png),![](C:\Users\lalalala\mathProject\高等代数\images\二次型37.png),考研教案,计算题,矩阵合同,相同秩与符号差,,20210710,![](C:\Users\lalalala\mathProject\高等代数\images\实对称阵的合同.png),两个n元实二次型可通过实的可逆线性变换互化的充要条件是：有相同的秩与符号差,
,第五章,二次型,5.3.3、矩阵合同的判定与求法,例2,例题,若实对称矩阵A与矩阵$B=\left[\begin{matrix}1&0&0\\0&0&2\\0&2&0\end{matrix}\right]$合同，则二次型$x^TAx$的规范型为____,![](C:\Users\lalalala\mathProject\高等代数\images\二次型38.png),考研教案,计算题,求规范型,相同秩与符号差,,20210710,,,
,第五章,二次型,5.3.3、矩阵合同的判定与求法,例3,例题,设矩阵$A=\left[\begin{matrix}0&1&0&0\\1&0&0&0\\0&0&y&1\\0&0&1&2\end{matrix}\right]$有一个特征值为3，求y，并求可逆矩阵P，使$(AP)^T(AP)$,![](C:\Users\lalalala\mathProject\高等代数\images\二次型39.png),考研教案,计算题,矩阵对角化,,,20210710,,,
,第五章,二次型,5.3.3、矩阵合同的判定与求法,例4,例题,"已知实对称矩阵$A=\left[\begin{matrix}0&1/2&-1/2\\1/2&0&-1\\-1/2&-1&0\end{matrix}\right]$,$B=\left[\begin{matrix}1&1/2&-3/2\\1/2&0&-1\\-3/2&-1&0\end{matrix}\right]$，求可逆矩阵P使得$P^TAP=B$",![](C:\Users\lalalala\mathProject\高等代数\images\二次型40.png),考研教案,计算题,可逆矩阵P,,,20210710,,,
,第五章,二次型,5.3.3、矩阵合同的判定与求法,例5,例题,已知实对称矩阵$A=\left[\begin{matrix}2&-2&0\\-2&1&-2\\0&-2&0\end{matrix}\right]$，求可逆矩阵P，使$P^TAP$为对角矩阵,![](C:\Users\lalalala\mathProject\高等代数\images\二次型41.png),考研教案,计算题,可逆矩阵P,,,20210710,,,
,第五章,二次型,5.3.3、矩阵合同的判定与求法,例6,例题,设矩阵A合同于C，矩阵B合同于D，试证$\left[\begin{matrix}A&O\\O&B\end{matrix}\right]$既合同于$\left[\begin{matrix}C&O\\O&D\end{matrix}\right]$，又合同于$\left[\begin{matrix}D&O\\O&C\end{matrix}\right]$,![](C:\Users\lalalala\mathProject\高等代数\images\二次型42.png),考研教案,证明题,合同,初等变换的物理意义,,20210710,![](C:\Users\lalalala\mathProject\高等代数\images\实二次型求秩与惯性系数等.png),,
,第五章,二次型,5.3.3、矩阵合同的判定与求法,例7,例题,"求二次型$f(x_1,...,x_n)=(n-1)\sum_{i=1}^nx_i^2-2\sum_{1\leq j <k \leq n}x_jx_k$的符号差",![](C:\Users\lalalala\mathProject\高等代数\images\二次型43.png),考研教案,计算题,符号差,计算特征值,,20210710,,,
,第五章,二次型,5.3.3、矩阵合同的判定与求法,例8,例题,"求二次型$f(x_1,...,x_n)=\sum_{i=1}^nx_i^2+4\sum_{1<i<j\leq n}x_ix_j$的秩与符号差",![](C:\Users\lalalala\mathProject\高等代数\images\二次型45.png),考研教案,计算题,符号差,计算特征值,,20210710,,,
,第五章,二次型,5.3.3、矩阵合同的判定与求法,例9,例题,![](C:\Users\lalalala\mathProject\高等代数\images\5.3.3、矩阵合同的判定与求法例8.png),![](C:\Users\lalalala\mathProject\高等代数\images\二次型44.png),考研教案,证明题,相似且合同,正交变换的特性,,20210710,,,
,第五章,二次型,5.3.4、求具体矩阵的特征值与特征向量,例1,例题,求矩阵$A=\left[\begin{matrix}3&-2&-4\\-2&6&-2\\-4&-2&3\end{matrix}\right]$的特征值与特征向量,![](C:\Users\lalalala\mathProject\高等代数\images\二次型46.png),考研教案,计算题,特征值与特征向量,,,20210711,,考点：行列式的计算，矩阵的求解及基础解系,
,第五章,二次型,5.3.4、求具体矩阵的特征值与特征向量,例2,例题,求矩阵$A=\left[\begin{matrix}3&1&0\\ -4&-1&0\\4&8&-2\end{matrix}\right]$的特征值与特征向量,![](C:\Users\lalalala\mathProject\高等代数\images\二次型47.png),考研教案,计算题,特征值与特征向量,,,20210711,,特征值算错了后面就都错了,
