序号,单元,单元名称,小标题,习题,来源,习题描述,答案,答案验证,题型,知识点1,知识点2,考点,日期,流程,备注,
,第三章,函数极限,总练习题,7(1),课后习题,,,课后答案,,,,,,,,
,第三章,函数极限,总练习题,7(2),课后习题,,,课后答案,,,,,,,,
,第三章,函数极限,总练习题,8(1),课后习题,,,课后答案,,,,,,,,
,第三章,函数极限,总练习题,8(2),课后习题,,,课后答案,,,,,,,,
,第三章,函数极限,总练习题,9(1),课后习题,,,课后答案,,,,,,,,
,第三章,函数极限,总练习题,9(2),课后习题,,,课后答案,,,,,,,,
,第三章,函数极限,总练习题,10(1),课后习题,,,课后答案,,,,,,,,
,第三章,函数极限,总练习题,10(2),课后习题,,,课后答案,,,,,,,,
,第三章,函数极限,总练习题,11,课后习题,,,课后答案,,,,,,,,
,第三章,函数极限,总练习题,12,课后习题,,,课后答案,,,,,,,,
,第三章,函数极限,总练习题,13,课后习题,,,课后答案,,,,,,,,
,第三章,函数极限,总练习题,14,课后习题,,,课后答案,,,,,,,,
83,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,例1,课本例题,"$\iint_Dysin(xy)dxdy,D=[0,\pi]*[0,1]$",1,课本,计算题,二重积分计算,累次积分,二重积分计算,20210514,![](C:\Users\lalalala\mathProject\华东数学分析第二轮\images\重积分处理.png),,
84,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,例2,课本例题,D是直线x=0与y=1以及y=x围成的区域，计算$\iint_Dx^2e^{-y^2}d{\delta}$,原积分=\frac{1}{6} - \frac{1}{3 e},课本,计算题,二重积分计算,累次积分,二重积分计算,20210514,,,
,第二十一章,重积分,21.3、直角坐标系下的二重积分计算,每日一题（167）,武忠祥,![](C:\Users\lalalala\mathProject\华东数学分析\images\二重积分53.png),![](C:\Users\lalalala\mathProject\华东数学分析\images\二重积分53.png),https://www.bilibili.com/video/BV1B5411c7Cx,计算题,二重积分计算,极坐标转换为直角坐标系,二重积分计算,20210620,,"开篇就是极坐标，可以算起来好难的，转换为直角坐标系；$cos2x=cos^2x-sin^2x$,$\sqrt{1-x^2};set,x=sint$,$\int_0^{\frac{\pi}{2}}cos^n(x)dx$",
85,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,例3,课本例题,"计算$\iint d{\delta}$，其中D为$y=2z,x=2y,x+y=3$所围区域",$\iint_D d{\delta}=\frac{3}{4}$,课本,计算题,二重积分计算,累次积分,二重积分计算,20210514,,,
86,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,例4,课本例题,计算$x^2+y^2=a^2$和$x^2+z^2=a^2$两个圆柱所围立体的体积,$\frac{16 a^{3}}{3}$,课本,二重积分计算,二重积分计算,累次积分,二重积分计算,20210516,,,
88,第二十一章,重积分,21.3、格林公式,例1,课本例题,,,课本,,,,,,,,
88,第二十一章,重积分,21.3、格林公式,例2,课本例题,计算$\oint_L\frac{xdy-ydx}{x^2+y^2}$，其中L为任一不包含原点的闭区域边界曲线，分段光滑,0,课本,计算题,第二型曲线积分与格林公式,,,20210516,,为什么要求L是不包含原点的闭区域边界曲线？？原点有什么特殊性吗？因为包含原点的L就不是单连通区域了,
90,第二十一章,重积分,21.3、格林公式,例3,课本例题,计算$(x+y)^2=ax(a>0)$与x轴所围的面积,$\frac{1}{6}a^2$,课本,计算题,面积计算,面积与格林公式,,20210516,,,
91,第二十一章,重积分,21.3、格林公式,例4,课本例题,用曲线积分求$(2x+siny)dx+(xcosy)dy$的一个原函数,？？,课本,计算题,原函数与格林公式,,,20210516,,,
92,第二十一章,重积分,21.4、二重积分的变量变换,例1,课本例题,"求$\iint_D e^{\frac{x-y}{x+y}}dxdy$，其中D为x=0,y=0,x+y=1所围区域",?$\frac{e-e^{-1}}{4}$,课本,计算题,二重积分计算,直角坐标系替换法,,20210516,,,
93,第二十一章,重积分,21.4、二重积分的变量变换,例2,课本例题,"求$D:y^2=mx,y^2=nx,y=ax,y=bx,m \in (0,n),a \in(0,b)$的面积",$\frac{a^{3} \left(m^{2} - n^{2}\right) + b^{3} \left(- m^{2} + n^{2}\right)}{6 a^{3} b^{3}}$,课本,计算题,二重积分计算,直角坐标系替换法,,20210516,,,
94,第二十一章,重积分,21.4、二重积分的变量变换,例3,课本例题,计算$\iint_D\frac{1}{\sqrt{1-x^2-y^2}}dxdy$，其中D为圆域：$x^2+y^2 \leq 1$,$2\pi$,课本,计算题,二重积分计算,直角坐标系替换法,,20210516,,,
95,第二十一章,重积分,21.4、二重积分的变量变换,例4,课本例题,求球体$x^2+y^2+z^2 \leq R^2$被圆柱体$x^2+y^2=Rx$所割下部分的体积,??,课本,计算题,体积计算,二重积分与体积,,20210516,,结果出不来,
,第二十一章,重积分,21.4、二重积分的变量变换,例5,课本例题,,,课本,,,,,,,,
,第二十一章,重积分,21.4、二重积分的变量变换,例6,课本例题,求椭球体$\frac{x^2}{a^2}+\frac{y^2}{b^2}+\frac{z^2}{c^2} \leq 1$的体积,$\frac{4}{3}abc\pi$,课本,计算题,体积计算,二重积分与体积,,20210516,,体积可以求二重积分，也可以求三重积分，什么时候用什么积分呢？,
,第二十一章,重积分,21.5、三重积分,例1,课本例题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,例2,课本例题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,例3,课本例题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,例4,课本例题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,例5,课本例题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,例6,课本例题,,,,,,,,,,,
,第二十一章,重积分,21.1、二重积分的概念,1,课后习题,"把重积分$\iint_D xyd\sigma$ 作为积分和的极限，计算这个积分值，其中$D=[0,1]*[0,1]$，并用直线网$x=\frac{i}{n},y=\frac{j}{n}$分割这个正方形为许多小正方形，每个小正方形取其右顶点作为其节点",$\frac{1}{4}$,课后答案,证明题,二重积分的极限形式,积分和,无,20210616,,"什么是积分和？$\sumf(\xi_i,\eta_j)\Delta\delta_{ij}$",
,第二十一章,重积分,21.1、二重积分的概念,2,课后习题,"证明：若函数$f(x,y)$在有界闭区域D上可积，则$f(x,y)$在D上有界．",暂放，看答案都不明白,课后答案,证明题,可积与有界,反正法,不确定,20210616,,,
,第二十一章,重积分,21.1、二重积分的概念,3,课后习题,"证明二重积分中值定理：若$f(x,y)$在有界闭区间D上连续，则存在$(\xi,\eta) \in D$，使$\iint_Df(x,y)d\delta=f(\xi,\eta)S_D$，其中$S_D$是积分区域D的面积","根据f在有界闭区间连续，则有界，使$m \leq f(x,y) \leq M$，使用有界闭区间上连续函数的界值性定理得证",课后答案,证明题,函数的界值性定理,,,20210616,,f在有界闭区间连续，则有界,
,第二十一章,重积分,21.1、二重积分的概念,4,课后习题,"若$f(x,y)$为有界闭区域D上的非负连续函数，且在D上不恒为零，则$\iint_Df(x,y)d\delta > 0$",暂放，看答案都不明白,课后答案,证明题,面积计算,面积与格林公式,,20210616,,"引入$f(x,y)>\frac{1}{2}f(x_0,y_0)$",
,第二十一章,重积分,21.1、二重积分的概念,5,课后习题,"若$f(x,y)$在有界闭区域D上连续，且在D内任一子区域$D' \subset D$上有$\iint_Df(x,y)d\delta = 0$则在D上$f(x,y)==0$",暂放，看答案都不明白,课后答案,证明题,面积计算,面积与格林公式,,20210616,,"引入$f(x,y)>\frac{1}{2}f(x_0,y_0)$",
,第二十一章,重积分,21.1、二重积分的概念,6,课后习题,"设$D=[0,1]*[0,1]$，函数$f(x,y)=\begin{cases}1&(x,y)Rational\\0&(x,y) Irrational\end{cases}$，当$(x,y)$是D上的有理点时函数值为1，证明函数不可积。",上和为1，下和为0，当分割T趋于0时上和不等于下和，故不可积分,课后答案,证明题,不可积证明,上和下和的使用,,20210616,,狄利克雷函数,
,第二十一章,重积分,21.1、二重积分的概念,7,课后习题,"证明：若$f(x,y)$在有界闭区域D上连续，$g(x,y)$在D上可积且不变 号，则存在一点$(\xi,\eta) \in D$使得$\iint_Df(x,y)g(x,y)d\delta=f(\xi,\eta)\iint_Dg(x,y)d\delta$",暂放，太长了,课后答案,证明题,中值定理,上和下和的使用,,20210616,,,
,第二十一章,重积分,21.1、二重积分的概念,8,课后习题,应用中值定理估计积分$\iint_{|x|+|y|\leq10}\frac{1}{100+cos^2x+cos^2y}d\delta$,$\frac{200}{102}\leq I \leq 2$,课后答案,计算题,中值定理,上下界的使用,,20210616,,,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,1(1),课后习题,"设$f(x,y)$在区域D上连续，试将二重积分$\iint_Df(x,y)d\sigma$化为不同顺序的累次积分，D由不等式$y\leq x,y \geq a,x\leq b(0<a<b)$所确定的区域； ","$\iint_Df(x,y)d\sigma = \int_a^bdx\int_a^xf(x,y)dy=\int_a^bdy\int_y^bf(x,y)dx$",课后答案,基础练习,二重积分计算,累次积分,不会考，太基础了,20210619,,其实不用画图的，根据函数本身也推的出来,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,1(2),课后习题,"设$f(x,y)$在区域D上连续，试将二重积分$\iint_Df(x,y)d\sigma$化为不同顺序的累次积分，D 由不等式$y \leq x,y \geq 0,x^2+y^2 \leq 1$所确定的区域",![](C:\Users\lalalala\mathProject\华东数学分析\images\二重积分11.png),课后答案,基础练习,二重积分计算,累次积分,不会考，太基础了,20210619,,为了可以熟练操作累次积分的转换,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,1(3),课后习题,"设$f(x,y)$在区域D上连续，试将二重积分$\iint_Df(x,y)d\sigma$化为不同顺序的累次积分，D由不等式$x^2+y^2\leq 1,x+y \geq 1$所确定的区域",![](C:\Users\lalalala\mathProject\华东数学分析\images\二重积分12.png),课后答案,基础练习,二重积分计算,累次积分,不会考，太基础了,20210619,,画图方便梳理的,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,1(4),课后习题,"设$f(x,y)$在区域D上连续，试将二重积分$\iint_Df(x,y)d\sigma$化为不同顺序的累次积分，$D=\{(x,y)||x|+|y|\leq 1\}$所确定的区域",![](C:\Users\lalalala\mathProject\华东数学分析\images\二重积分13.png),课后答案,基础练习,二重积分计算,累次积分,不会考，太基础了,20210619,,,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,每日一题（168）,武忠祥,![](C:\Users\lalalala\mathProject\华东数学分析\images\二重积分52.png),![](C:\Users\lalalala\mathProject\华东数学分析\images\二重积分52.png),https://www.bilibili.com/video/BV1U5411g7Eo,基础练习,二重积分的几何含义,f的影响,,20210620,,,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,2(1),课后习题,"改变累次积分的顺序$\int_0^2dx\int_x^2xf(x,y)dy$",![](C:\Users\lalalala\mathProject\华东数学分析\images\二重积分14.png),课后答案,基础练习,二重积分计算,累次积分,不会考，太基础了,20210619,,,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,2(2),课后习题,"改变累次积分的顺序$\int_{-1}^1dx\int_{-\sqrt{1-x^2}}^{1-x^2}f(x,y)dy$",![](C:\Users\lalalala\mathProject\华东数学分析\images\二重积分15.png),课后答案,基础练习,二重积分计算,累次积分,不会考，太基础了,20210619,,,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,2(3),课后习题,"改变累次积分的顺序$\int_0^{2a}dx\int_{\sqrt{2ax-x^2}}^{\sqrt{2ax}}f(x,y)dy$",![](C:\Users\lalalala\mathProject\华东数学分析\images\二重积分16.png),课后答案,基础练习,二重积分计算,累次积分,不会考，太基础了,20210619,,,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,2(4),课后习题,"改变累次积分的顺序$\int_0^1dx\int_0^{x^2}f(x,y)dy+\int_1^3\int_0^{\frac{1}{2}(3-x)}f(x,y)dy$",![](C:\Users\lalalala\mathProject\华东数学分析\images\二重积分17.png),课后答案,基础练习,二重积分计算,累次积分,不会考，太基础了,20210619,,,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,3(1),课后习题,"计算二重积分$\iint_Dxy^2d\sigma$，D是由$y^2=2px,x=\frac{p}{2}$所围成的区域",$\frac{1}{21}p^5$,课后答案,计算题,二重积分计算,累次积分,二重积分计算,20210619,,什么时候用Y型计算简单？什么时候X型计算简单,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,3(2),课后习题,"计算二重积分$\iint_D(x^2+y^2)d\sigma,D={(x,y)|0\leq x\leq1,\sqrt{x}\leq y\leq 2\sqrt{x}}$",$\frac{128}{105}$,课后答案,计算题,二重积分计算,累次积分,二重积分计算,20210619,,,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,3(3),课后习题,"计算$\iint_D\frac{1}{\sqrt{2a-x}}d\sigma,(a>0)$，D为$x\geq 0,y\geq 0$与$(x-a)^2+(y-a)^2=a^2$的封闭区间",$(2\sqrt{2}-\frac{8}{3})a^{\frac{3}{2}}$,课后答案,计算题,二重积分计算,累次积分,二重积分计算,20210619,,,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,3(4),课后习题,"计算$\iint_D\sqrt{x}d\sigma,D=\{(x,y)|x^2+y^2\leq x\}$",$\frac{8}{15}$,课后答案,计算题,二重积分计算,累次积分,二重积分计算,20210619,,,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,4,课后习题,"求由坐标平面及$x=2,y=3,x+y+z=4$所围的角柱体的体积．",$9\frac{1}{6}$,课后答案,计算题,体积计算,二重积分体积,二重积分计算,20210619,,,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,5,课后习题,设$f(x)$在[a，b]上连续，证明不等式$[\int_a^bf(x)dx]^2 \leq (b-a)\int_a^bf^2(x)dx$，其中等号仅在$f(x)$为常量函数时成立,暂放,课后答案,证明题,二重积分的不等式,一元定积分,,20210619,,$a^2+b^2 \geq 2ab$,施瓦茨不等式的应用，上册，积分不等式，P241
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,6(1),课后习题,"设平面区域D在x轴和y轴的投影长度分别为$l_x$和$l_y$，D的面积为$S_D$， $(\alpha,\beta)$为D内任一点，证明$|\iint_D(x-a)(y-\beta)d\sigma|\leq l_xl_yS_D$",因为二重积分绝对值不等式放大一轮，在因为长度肯定小于等于投影在放大一轮，从而得证,课后答案,证明题,二重积分的不等式,二重积分的绝对值不等式,,20210619,,,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,6(2),课后习题,"设平面区域D在x轴和y轴的投影长度分别为$l_x$和$l_y$，D的面积为$S_D$， $(\alpha,\beta)$为D内任一点，证明$|\iint_D(x-a)(y-\beta)d\sigma|\leq \frac{1}{4}l_x^2l_y^2$",$\frac{1}{4}(b-a)^2(c-d)^2$,课后答案,证明题,二重积分计算,二重积分的绝对值不等式,,20210619,,,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,7,课后习题,"设$D=[0,1]*[0,1]$，$f(x,y)=\begin{cases}\frac{1}{q_x}+\frac{1}{q_y}&Rational Number\\0\end{cases}$，$(x,y)$为有理点时，$q_x$表示有理数x化成既约分数后的分母．证明$f(x,y)$在D上的二重积分存在而两个累次积分不存在．",暂放,课后答案,证明题,二重积分存在性,上和下和的使用,,20210619,,与第九章§3中例3证明类似,
,第二十一章,重积分,21.2、直角坐标系下的二重积分计算,8,课后习题,"设$D=[0,1]*[0,1]$，$f(x,y)=\begin{cases}1&Rational Number ,q_x=q_y\\0\end{cases}$，证明$f(x,y)$在D上的二重积分不存在，而两个累次积分存在．",暂放,课后答案,证明题,二重积分存在性,上和下和的使用,,20210619,,,
,第二十一章,重积分,21.3、格林公式,1(1),课后习题,"应用格林公式计算曲线积分$\oint_L (x+y)^2dx-(x+y)^2dy$，其中L是以$A(1,1),B(3,2),C(2,5)$为顶点的三角形方向取正向",$-46\frac{2}{3}$,课后答案,计算题,第二型曲线积分与格林公式,,,20210619,![](C:\Users\lalalala\mathProject\华东数学分析\images\环积分的逻辑.png),,
,第二十一章,重积分,21.3、格林公式,1(2),课后习题,"应用格林公式计算曲线积分$\int_{AB}(e^xsiny-my)dx+(e^xcosy-m)dy$，其中m为常数，AB为由$(a,0)$到$(0,0)$经过圆$x^2+y^2=ax$上半部的路线",$\frac{m}{8}\pi a^2$,课后答案,计算题,第二型曲线积分与格林公式,加上一段构成封闭曲线,,20210620,,,
,第二十一章,重积分,21.3、格林公式,2(1),课后习题,"应用格林公式计算下列曲线所围的平面面积：星形线：$x=acos^3t,y=asin^3t$",$\frac{m}{8}\pi a^2$,课后答案,计算题,第二型曲线积分与格林公式,格林公式计算面积$S_D=\iint_Ddxdy=\frac{1}{2}\oint xdy-ydx$,,20210620,,,
,第二十一章,重积分,21.3、格林公式,2(2),课后习题,应用格林公式计算下列曲线所围的平面面积：双纽线：$(x^2+y^2)^2=a^2(x^2-y^2)$,暂放,课后答案,计算题,第二型曲线积分与格林公式,,,20210620,,直角坐标系转到极坐标系还转不过来,
,第二十一章,重积分,21.3、格林公式,3,课后习题,"证明：若L为平面上封闭曲线，l为任意方向向量，则$\oint_Lcos(l,n)ds=0$，其中n为曲线L的外法线方向。",暂放，题目都看不懂,课后答案,计算题,,,,20210620,,,
,第二十一章,重积分,21.3、格林公式,4,课后习题,暂放,暂放，题目都看不懂,课后答案,计算题,,,,20210620,,,
,第二十一章,重积分,21.3、格林公式,5(1),课后习题,"验证积分与路线无关，并求值：$\int_{(0,0)}^{(1,1)}(x-y)(dx-dy)$","$\frac{\delta Q}{\delta x}=\frac{\delta P}{\delta y}=-1,I=0$",课后答案,计算题,第二型曲线积分与路径无关,$\frac{\delta Q}{\delta x}=\frac{\delta P}{\delta y}$,,20210620,,,
,第二十一章,重积分,21.3、格林公式,5(2),课后习题,"验证积分与路线无关，并求值：$\int_{(0,0)}^{(x,y)}(2xcosy-y^2sinx)dx+(2ycosx-x^2siny)dy$","$\frac{\delta Q}{\delta x}=\frac{\delta P}{\delta y}=-2ysinx-2xsiny,I=x^2cosy+y^2cosx$",课后答案,计算题,第二型曲线积分与路径无关,$\frac{\delta Q}{\delta x}=\frac{\delta P}{\delta y}$,,20210620,,,
,第二十一章,重积分,21.3、格林公式,5(3),课后习题,"验证积分与路线无关，并求值：$\int_{(2,1)}^{(1,2)}\frac{xdx+ydy}{x^2}$，沿在右半平面的路线","$\frac{\delta Q}{\delta x}=\frac{\delta P}{\delta y}=\frac{1}{x^2},I=-\frac{3}{2}$",课后答案,计算题,第二型曲线积分与路径无关,$\frac{\delta Q}{\delta x}=\frac{\delta P}{\delta y}$,,20210620,,为什么要右半平面？,
,第二十一章,重积分,21.3、格林公式,5(4),课后习题,"验证积分与路线无关，并求值：$\int_{(1,0)}^{(6,8)}\frac{xdx+ydy}{\sqrt{x^2+y^2}}$，沿不通过原点的路线；","$\frac{\delta Q}{\delta x}=\frac{\delta P}{\delta y}=-\frac{xy}{(x^2+y^2)^{\frac{3}{2}}},I=9$",课后答案,计算题,第二型曲线积分与路径无关,$\frac{\delta Q}{\delta x}=\frac{\delta P}{\delta y}$,,20210620,,,
,第二十一章,重积分,21.3、格林公式,5(5),课后习题,"验证积分与路线无关，并求值：$\int_{(2,1)}^{(1,2)}\phi(x)dx+\xi(y)dy$，其中$\phi(x),\xi(y)$为连续函数","$\frac{\delta Q}{\delta x}=\frac{\delta P}{\delta y}=0,I=\int_2^1\phi(x)dx+\int_1^2\xi(y)dy$",课后答案,计算题,第二型曲线积分与路径无关,$\frac{\delta Q}{\delta x}=\frac{\delta P}{\delta y}$,,20210620,,,
,第二十一章,重积分,21.3、格林公式,6(1),课后习题,求下列全微分的原函数： $(x^2+2xy-y^2)dx+(x^2-2xy-y^2)dy$,暂放，最后几个等式不明白,课后答案,计算题,格林公式与全微分,"$u(x,y)=\int_{(0,0)}^{(x,y)}Pdx+Qdy$",,20210620,,,
,第二十一章,重积分,21.3、格林公式,6(2),课后习题,求下列全微分的原函数： $e^x[e^x(x-y+2)+y]dx+e^x[e^y(x-y)+1]dy$,![](C:\Users\lalalala\mathProject\华东数学分析\images\二重积分35.png),课后答案,计算题,格林公式与全微分,"$u(x,y)=\int_{(0,0)}^{(x,y)}Pdx+Qdy$",,20210620,,,
,第二十一章,重积分,21.3、格林公式,6(3),课后习题,求下列全微分的原函数： $f(\sqrt{x^2+y^2})xdx+f(\sqrt{x^2+y^2})ydy$,![](C:\Users\lalalala\mathProject\华东数学分析\images\二重积分36.png),课后答案,计算题,格林公式与全微分,"$u(x,y)=\int_{(0,0)}^{(x,y)}Pdx+Qdy$",,20210620,,,
,第二十一章,重积分,21.3、格林公式,7,课后习题,,,课后答案,计算题,,,,20210620,,,
,第二十一章,重积分,21.3、格林公式,8,课后习题,,,课后答案,计算题,,,,20210620,,,
,第二十一章,重积分,21.3、格林公式,9,课后习题,,,课后答案,计算题,,,,20210620,,,
,第二十一章,重积分,21.3、格林公式,10,课后习题,,,课后答案,计算题,,,,,,,
,第二十一章,重积分,21.4、二重积分的变量变换,1(1),课后习题,"对积分$\iint_Df(x,y)dxdy$进行极坐标变换，并写出变换后不同顺序的累次积分：D为由不等式$a^2\leq x^2+y^2 \leq b^2,y \geq 0$所确定的区域","$x=rcos\theta,y=rsin\theta$",课后答案,计算题,二重积分计算,极坐标系替换练习,不会考，太基础了,20210620,,根据D确定极坐标的变换公式,
,第二十一章,重积分,21.4、二重积分的变量变换,1(2),课后习题,"对积分$\iint_Df(x,y)dxdy$进行极坐标变换，并写出变换后不同顺序的累次积分：$D=\{(x,y)|x^2+y^2\leq y,x \geq 0\}$","$x=rcos\theta,y=rsin\theta$",课后答案,计算题,二重积分计算,极坐标系替换练习,不会考，太基础了,20210620,,发现这种曲线积分，重积分的重点在L，D上的，f就配合操作就好了,
,第二十一章,重积分,21.4、二重积分的变量变换,1(3),课后习题,"对积分$\iint_Df(x,y)dxdy$进行极坐标变换，并写出变换后不同顺序的累次积分：$D=\{(x,y)|0\leq x\leq 1,0\leq x+y \leq 1\}$",暂放，有点麻烦,课后答案,计算题,二重积分计算,极坐标系替换练习,不会考，太基础了,20210620,,,
,第二十一章,重积分,21.4、二重积分的变量变换,2(1),课后习题,"计算二重积分$\iint_Dsin\sqrt{x^2+y^2}dxdy,D=\{(x,y)|\pi^2 \leq x^2+y^2\leq 4\pi^2\}$",,课后答案,计算题,二重积分计算,极坐标转换,二重积分计算,20210620,,,
,第二十一章,重积分,21.4、二重积分的变量变换,2(2),课后习题,"计算二重积分$\iint_D(x+y)dxdy,D=\{(x,y)|x^2+y^2\leq x+y\}$",暂放，角度的范围不明白,课后答案,计算题,二重积分计算,极坐标转换,二重积分计算,20210620,,,
,第二十一章,重积分,21.4、二重积分的变量变换,2(3),课后习题,"计算二重积分$\iint_D|xy|dxdy,D=\{(x,y)|x^2+y^2\leq a^2\}$",$\frac{a^4}{2}$,课后答案,计算题,二重积分计算,极坐标转换,二重积分计算,20210620,,,
,第二十一章,重积分,21.4、二重积分的变量变换,2(4),课后习题,"计算二重积分$\iint_Df'(x^2+y^2)dxdy,D=\{(x,y)|x^2+y^2\leq R^2\}$",$\pi[f(R^2)-f(0)]$,课后答案,计算题,二重积分计算,极坐标转换,二重积分计算,20210620,,,
,第二十一章,重积分,21.4、二重积分的变量变换,3(1),课后习题,"在积分中引入新变量u，v 后，试将它化为累次积分：$\int_0^2dx\int_{1-x}^{2-x}f(x,y)dy,u=x+y,v=x-y$","$J(u,v)=-\frac{1}{2}$",课后答案,计算题,二重积分计算,变量变换,不会考，太基础了,20210620,,,
,第二十一章,重积分,21.4、二重积分的变量变换,3(2),课后习题,"在积分中引入新变量u，v 后，试将它化为累次积分：$\iint_Df(x,y)dxdy,D=\{(x,y)|\sqrt{x}+\sqrt{y}\leq \sqrt{a},x\geq0,y \geq 0\}$，设$x=ucos^4v,y=usin^4v$","$J(u,v)=4usin^3vcos^3v$",课后答案,计算题,二重积分计算,变量变换,不会考，太基础了,20210620,,一般用来做延申扩展其他题目的,
,第二十一章,重积分,21.4、二重积分的变量变换,3(3),课后习题,"在积分中引入新变量u，v 后，试将它化为累次积分：$\iint_Df(x,y)dxdy,D=\{(x,y)|x+y\leq a,x\geq 0,y \geq 0\}$，设$x+y=u,y=uv$","$J(u,v)=u$",课后答案,计算题,二重积分计算,变量变换,不会考，太基础了,20210620,,,
,第二十一章,重积分,21.4、二重积分的变量变换,4(1),课后习题,"计算$\iint_D(x+y)sin(x-y)dxdy,D=\{(x,y)|0\leq x+y \leq \pi,0\leq x-y \leq \pi\}$",$\frac{\pi^2}{2}$,课后答案,计算题,二重积分计算,变量变换,二重积分计算,20210620,,,
,第二十一章,重积分,21.4、二重积分的变量变换,4(2),课后习题,"计算$\iint_De^{\frac{y}{x+y}}dxdy,D=\{(x,y)|x+y\leq 1,x\geq 0,y \geq 0\}$",$\frac{1}{2}(e-1)$,课后答案,计算题,二重积分计算,变量变换,二重积分计算,20210620,,,
,第二十一章,重积分,21.4、二重积分的变量变换,5(1),课后习题,求由曲面所围立体V的体积：V是由$z＝x^2＋y^2$ 和$z＝x＋y $所围的立体,$\frac{\pi}{8}$,课后答案,计算题,二重积分计算,体积的计算,二重积分计算,20210620,,是怎么转换成圆函数，还没弄明白,
,第二十一章,重积分,21.4、二重积分的变量变换,5(2),课后习题,"求由曲面所围立体V的体积：V是由$z^2=\frac{x^2}{4}+\frac{y^2}{9},2z=\frac{x^2}{4}+\frac{y^2}{9}$所围立体",暂放，投影区域不明白,课后答案,计算题,二重积分计算,体积的计算,二重积分计算,20210620,,投影怎么出来的，也不明白,
,第二十一章,重积分,21.4、二重积分的变量变换,6(1),课后习题,"求由曲线所围的平面图形面积$a+y=a,x+y=b,y=\alpha x,y=\beta x,(0<a<b,0>\alpha < \beta)$",$\frac{b^2-a^2}{2}(\frac{1}{1+\alpha}-\frac{1}{1+\beta})$,课后答案,计算题,二重积分计算,面积的计算,二重积分计算,20210620,,求面积还有格林公式求面积$\iint_Ddxdy=\frac{1}{2}\oint_L xdy-ydx$，L是好求的,
,第二十一章,重积分,21.4、二重积分的变量变换,6(2),课后习题,求由曲线所围的平面图形面积，$(\frac{x^2}{a^2}+\frac{y^2}{b^2})^2=x^2+y^2$,$\frac{\pi}{2}ab(a^2+b^2)$,课后答案,计算题,二重积分计算,面积的计算,二重积分计算,20210620,,"广义极坐标变换$x=arcos \theta,brsin\theta,J(u,v)=rab$",
,第二十一章,重积分,21.4、二重积分的变量变换,6(3),课后习题,,,,,,,,,,,
,第二十一章,重积分,21.4、二重积分的变量变换,7,课后习题,,,,,,,,,,,
,第二十一章,重积分,21.4、二重积分的变量变换,8(1),课后习题,,,,,,,,,,,
,第二十一章,重积分,21.4、二重积分的变量变换,8(2),课后习题,,,,,,,,,,,
,第二十一章,重积分,21.4、二重积分的变量变换,8(3),课后习题,,,,,,,,,,,
,第二十一章,重积分,21.4、二重积分的变量变换,8(4),课后习题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,1,课后习题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,2,课后习题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,3(1),课后习题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,3(2),课后习题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,4(1),课后习题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,4(2),课后习题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,5(1),课后习题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,5(2),课后习题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,6(1),课后习题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,6(2),课后习题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,6(3),课后习题,,,,,,,,,,,
,第二十一章,重积分,21.5、三重积分,7,课后习题,,,,,,,,,,,
